Name,State,Value,Number_of_Observations_POR,Percentile_POR
Stickney Mill,ID,6.0,44,70.45454545454545
Sentinel Butte,WA,3.9,21,4.761904761904762
Hidden Lake,ID,19.6,24,33.33333333333333
Bear Canyon,ID,11.5,44,79.54545454545455
Onion Park,MT,7.0,23,13.043478260869565
Parleys Summit,UT,3.4,46,0.0
Forestdale Creek,CA,14.3,21,23.809523809523807
Wolf Creek Summit,CO,9.0,38,13.157894736842104
Hoosier Pass,CO,4.3,44,2.272727272727273
White Mill,MT,18.6,51,74.50980392156863
Baldy,AZ,0.6,44,4.545454545454546
Mammoth-Cottonwood,UT,4.6,45,4.444444444444445
Burnside Lake,CA,13.1,21,33.33333333333333
Schneider Meadows,OR,9.8,43,0.0
Big Creek Summit,ID,13.7,43,9.30232558139535
Fourmile Lake,OR,4.1,45,0.0
Salt River Summit,WY,7.3,44,29.545454545454547
Lakefork #1,UT,5.4,46,10.869565217391305
Frisco Divide,NM,0.3,44,9.090909090909092
Elk Butte,ID,9.3,42,0.0
Farmington Lower,UT,3.5,20,0.0
Long Valley Jct,UT,0.1,38,10.526315789473683
Laurel Draw,NV,1.1,44,0.0
Palisades Tahoe,CA,14.3,44,15.909090909090908
Corral Canyon,NV,3.0,46,0.0
North Rapid Creek,SD,3.7,28,17.857142857142858
Quartz Peak,WA,3.9,37,0.0
Hansen Sawmill,WY,3.1,43,20.930232558139537
Pole Creek R.S.,NV,7.0,44,2.272727272727273
Sevenmile Marsh,OR,6.0,44,4.545454545454546
Brown Duck,UT,8.7,46,26.08695652173913
Tinkham Creek,WA,6.0,31,6.451612903225806
Huckleberry Creek,WA,0.1,27,33.33333333333333
South Fork Bull Run,OR,0.0,27,18.51851851851852
Kelley R.S.,WY,8.2,42,28.57142857142857
Morgan Creek,ID,7.4,43,55.81395348837209
Cascade Mountain,UT,2.4,22,0.0
Vail Mountain,CO,5.7,46,0.0
Lookout Peak,UT,9.2,36,5.555555555555555
Big Red Mountain,OR,4.5,44,4.545454545454546
Lake Irene,CO,8.4,45,2.2222222222222223
Lewis Peak,NV,2.3,24,4.166666666666666
Kiln,CO,3.9,44,0.0
Snowslide Canyon,AZ,8.7,27,22.22222222222222
Annie Springs,OR,9.4,24,4.166666666666666
Bateman,NM,4.7,45,13.333333333333334
Cold Springs Camp,OR,2.6,43,2.3255813953488373
Granite Creek,WY,8.9,37,21.62162162162162
Humboldt Gulch,ID,4.6,41,7.317073170731707
Snow Mountain,OR,2.5,46,6.521739130434782
Monte Cristo,UT,10.2,46,4.3478260869565215
Lasal Mountain,UT,4.9,43,6.976744186046512
Arapaho Ridge,CO,8.8,22,0.0
Coldfoot,AK,1.7,29,3.4482758620689653
Grave Creek,MT,4.7,49,0.0
Sourdough Gulch,WA,0.2,24,33.33333333333333
Thumb Divide,WY,12.1,37,70.27027027027027
Green Lake,WA,10.7,42,9.523809523809524
Buck Flat,UT,5.3,46,4.3478260869565215
Poorman Creek,MT,12.1,45,4.444444444444445
Bogus Basin,ID,3.6,25,0.0
Phillips Bench,WY,15.3,44,38.63636363636363
Lewis Lake Divide,WY,21.0,44,59.09090909090909
Whiskey Creek,MT,8.4,53,20.754716981132077
Sierra Blanca,NM,1.7,22,22.727272727272727
Windy Peak,WY,1.1,42,0.0
Little Snake River,WY,12.5,20,10.0
Wilson Creek,ID,2.4,34,0.0
Jack Creek Upper,NV,2.8,46,0.0
Beaver Head,AZ,0.3,30,16.666666666666664
Combination,MT,0.2,52,0.0
Meadows Pass,WA,7.9,31,9.67741935483871
Rabbit Ears,CO,8.8,38,2.631578947368421
Lost Lake,ID,20.3,42,4.761904761904762
Gerber Reservoir,OR,0.3,26,34.61538461538461
Black Pine,MT,5.8,59,20.33898305084746
Lick Creek,MT,3.5,61,0.0
Summit Ranch,CO,3.7,43,0.0
Timber Creek,WY,0.0,37,0.0
Monument Peak,MT,15.9,44,79.54545454545455
Hewinta,UT,3.1,39,0.0
Beaver Pass,WA,6.8,23,0.0
Silvies,OR,1.0,45,0.0
Hobbs Park,WY,8.8,46,54.347826086956516
Deadwood Summit,ID,23.7,42,42.857142857142854
Long Lake,AK,19.2,25,28.000000000000004
Spring Creek Divide,WY,15.0,43,48.837209302325576
Dorsey Basin,NV,3.0,46,0.0
Big Creek Sum,NV,3.2,44,9.090909090909092
Mosby Mtn.,UT,4.1,46,15.217391304347828
N Fk Elk Creek,MT,5.5,57,12.280701754385964
North Costilla,NM,0.0,45,4.444444444444445
Beartooth Lake,WY,16.0,44,65.9090909090909
Sheldon,NV,0.0,34,52.94117647058824
Grouse Creek Divide,AK,7.5,26,23.076923076923077
Gutz Peak,UT,0.0,20,0.0
Promontory,AZ,0.1,42,4.761904761904762
Mt. Ryan,AK,4.9,42,64.28571428571429
Copper Bottom,MT,3.0,46,4.3478260869565215
Upper San Juan,CO,8.0,46,8.695652173913043
Lone Mountain,MT,10.3,33,42.42424242424242
Crab Creek,ID,4.0,43,2.3255813953488373
Lolo Pass,ID,12.6,40,12.5
Vienna Mine,ID,21.5,43,69.76744186046511
Heavenly Valley,CA,8.4,46,19.565217391304348
Snowbird,UT,14.4,35,20.0
